index,true_category,tfidf_pred,linguistic_pred,bert_pred,tfidf_correct,linguistic_correct,bert_correct,all_three_agree,all_correct,all_wrong,text_length,text_preview,hybrid_type
3226,News,Feature,News,News,False,True,True,False,False,False,3444,jeremy crawshaw is set to join the ranks of australian punters in the nfl after being drafted by the denver broncos the 23yearold from emu plains in sydneys west was the first punter taken in the draf...,disagree_mixed
3228,News,Analytical,News,Feature,False,True,False,False,False,False,5249,it was late and they were tired but with four minutes left and long after midnight in seville everyone prepared for penalties jules kound found the strength to send a shot flying into the net and the ...,disagree_mixed
3231,News,News,Analytical,News,True,False,True,False,False,False,5184,on a night framed by manufactured rage and genuine vindication chris eubank jr outpointed conor benn in an initially close but ultimately clearcut victory all three judges returned the same 116112 sco...,disagree_mixed
3232,News,News,Feature,News,True,False,True,False,False,False,4838,amid all the talk of chinese domination the class of 92 show no sign of giving way just yet on the eighth day of the world snooker championship at the crucible ronnie osullivan mark williams and john ...,disagree_mixed
3239,News,Feature,Feature,Feature,False,False,False,True,False,True,7372,its like the world collapsed says thi xa nguyen looking back 50 years to the fall of saigon she was living in the coastal town of vng tu where the soldiers of the southern army of the republic of viet...,all_wrong
3243,News,News,Feature,News,True,False,True,False,False,False,6390,virginia giuffre one of the most prominent victims of the disgraced us financier jeffrey epstein who also alleged she had been sexually trafficked to prince andrew has died aged 41 her family issued a...,disagree_mixed
3247,News,News,Analytical,News,True,False,True,False,False,False,5137,the fbis arrest of wisconsin judge hannah dugan has triggered strong reactions from republican and democratic politicians as the trump administration veered closer to direct confrontation with the jud...,disagree_mixed
3254,News,Analytical,News,News,False,True,True,False,False,False,5371,virginia giuffre has been hailed as an unflinching campaigner for survivors of sexual abuse who took on the wealthy and the powerful during the course of her life virginia was a fierce warrior in the ...,disagree_mixed
3258,News,News,Feature,News,True,False,True,False,False,False,68032,413pm bst closing summary this blog will be closing shortly thank you for following along and reading the updates here is a summary of the days events pope francis has been eulogised as a pope among t...,disagree_mixed
3261,News,Feature,Feature,Feature,False,False,False,True,False,True,1845,marmalade was never really my jam but at the world marmalade awards at dalemain house on the edge of the lake district i found myself a convert the experience has given weight to my theory that you mi...,all_wrong
3263,News,Feature,Feature,Feature,False,False,False,True,False,True,30486,residents ofnew orleans ninth ward an area many declared dead after hurricane katrina know their history and the resurgent arts district that marks their comeback they worry that a huge industrial pro...,all_wrong
3264,News,Feature,Feature,News,False,False,True,False,False,False,8080,david a graham doesnt say he read project 2025 so you dont have to but it might be inferred the atlantic staff writers new book the project how project 2025 is reshaping america is a swift but thoroug...,disagree_mixed
3266,News,Analytical,Feature,News,False,False,True,False,False,False,6743,donald trump has made a simple request of congress s republican leaders deliver one big beautiful bill that will turn his campaign promises into reality by all indications there will be little beautif...,disagree_mixed
3269,News,Feature,Feature,News,False,False,True,False,False,False,32189,1231pm bst thats all from todays matchday live blog but as well as our minutebyminute coverage of chelsea v everton in the premier league well also be liveblogging the fa cup semifinal between crystal...,disagree_mixed
3272,News,Feature,Feature,Feature,False,False,False,True,False,True,3694,the idea of pudding as a sweet finale to lunch or dinner is being inverted by the rise of the breakfast pudding this topsyturvy food trend includes everything from chia seed puddings designed to taste...,all_wrong
3273,News,News,Feature,News,True,False,True,False,False,False,27623,723am bst what we learned today saturday 26 april thats all for our saturday blog one week out from the federal election heres what we learned valerie the dachshund was finally caught after 529 days o...,disagree_mixed
3275,News,News,Feature,Feature,True,False,False,False,False,False,6266,about 1am on friday yuliia verbytska woke to the sound of an air raid siren she grabbed her teenage children dmitry 17 and olexiy 12 and sat in the corridor checking her phone in the sky above came an...,disagree_mixed
3276,News,News,Analytical,News,True,False,True,False,False,False,5037,more than 100 old landfills in england that may be contaminated with toxic substances have flooded since 2000 potentially posing a serious safety risk it can be revealed some of these former dumps con...,disagree_mixed
3277,News,Analytical,Analytical,Feature,False,False,False,False,False,True,4026,its all about the bass well at least the baseline with all political parties likely to win in some places it can be hard to judge what a good night looks like for any party when it comes to local elec...,all_wrong
3279,News,Analytical,News,News,False,True,True,False,False,False,3847,rich countries are dragging their feet on producing new plans to combat the climate crisis thereby putting the poor into greater danger some of the worlds most vulnerable nations have warned all gover...,disagree_mixed
3287,News,News,Analytical,News,True,False,True,False,False,False,4001,protests at one of the most controversial concerts of the year failed to materialise on friday evening as a metal act performed to a cheering crowd of 1400 people at york minster the 800yearold cathed...,disagree_mixed
3288,News,News,Feature,News,True,False,True,False,False,False,5110,ange postecoglou has railed against what he says is a wellworn narrative around tottenham the club must always be set up for a fall negative interpretations at every turn and yet the manager still bel...,disagree_mixed
3289,News,News,Feature,News,True,False,True,False,False,False,3494,arne slot has warned liverpools premier league rivals that he expects the championselect to improve next season as they strive to fulfil his vision of the perfect team liverpool require one point at h...,disagree_mixed
3298,News,Analytical,Analytical,Analytical,False,False,False,True,False,True,7509,the uk and the international energy agency gathered ministers and highlevel officials from 60 countries to lancaster house in london for two days of talks on the future of energy security this week th...,all_wrong
3303,News,News,Review,News,True,False,True,False,False,False,3891,a group of highprofile democratic lawmakers has called on the donald trump administration to immediately release the tufts university graduate student rmeysa ztrk praised her unwavering spirit and war...,disagree_mixed
3312,News,News,Feature,News,True,False,True,False,False,False,34861,505pm bst i was strictly instructed by my everpatient editor to close this blog at 505pm so with that please allow me to bid you all farewell and offer my thanks for all your contributions its been an...,disagree_mixed
3318,News,News,Feature,News,True,False,True,False,False,False,28106,415pm bst afternoon summary rachel reeves has said the uks trading relationship with the eu is arguably even more important than that with the us as she prepared to lobby her american counterpart scot...,disagree_mixed
3326,News,Feature,Feature,Feature,False,False,False,True,False,True,4524,a topfloor openplan property in a trendy east london neighbourhood would usually set you back thousands of pounds a month in rent but luke williams is paying a fraction of that the 45yearold programme...,all_wrong
3331,News,Feature,News,Feature,False,True,False,False,False,False,5260,why cant the dirty plates go straight into the dishwasher whose turn is it to pick up the kids and why do you insist on doing that thing you do when you know how much it annoys me no honestly dont wor...,disagree_mixed
3334,News,News,Analytical,News,True,False,True,False,False,False,4481,the post office has paid more than 600m of public money to continue using the bugridden horizon it system despite deciding it needed to be replaced more than a decade ago it has emerged that the gover...,disagree_mixed
3339,News,News,News,Feature,True,True,False,False,False,False,6640,in his three months locked up at stewart detention center in lumpkin georgia rodney taylor has missed meals and showers lived with increasing pain in his hips developed a swollen thumb on his right ha...,disagree_mixed
3342,News,Feature,News,News,False,True,True,False,False,False,3932,eddie howe has acknowledged there could have been a different outcome had he not been admitted to hospital in time to treat the pneumonia he initially tried to ignore newcastles manager has thanked th...,disagree_mixed
3347,News,News,Feature,News,True,False,True,False,False,False,39457,758am bst what we learned today friday 25 april thats all for the anzac day 2025 live blog here is a wrap of the days main news the prime minister anthony albanese attended the service at the australi...,disagree_mixed
3349,News,News,Review,News,True,False,True,False,False,False,3445,magnus carlsen the world no 1 soared to a new landmark in chess history last weekend when the 34yearold won all his nine games in the grenke freestyle open at karlsruhe germany it was a result compara...,disagree_mixed
3351,News,Feature,Feature,News,False,False,True,False,False,False,17380,good morning a student arrested in the street for accusing israel of genocide a father of an autistic son deported by mistake only for the authorities to say there was no way to bring him back tourist...,disagree_mixed
3352,News,Feature,Feature,Feature,False,False,False,True,False,True,2918,dread might not be the first word mancunians reach for to describe their daily commute but for ross kenyon 45 reluctantly waiting at a tram stop on a cloudy morning in central manchester its the feeli...,all_wrong
3356,News,Feature,News,Feature,False,True,False,False,False,False,7395,the first pick of the 2025 nfl draft went much as expected as the tennessee titans selected the talented miami quarterback cam ward no 1 overall it was at no 2 and who wasnt picked later where things ...,disagree_mixed
3357,News,Feature,News,News,False,True,True,False,False,False,2989,hundreds of lifesize animal puppets have begun a 20000km 12400 mile journey from central africa to the arctic circle as part of an ambitious project created by the team behind little amal the giant pu...,disagree_mixed
3366,News,News,Analytical,News,True,False,True,False,False,False,4275,gender queer a graphic novel on gender identity has been reapproved for sale in australia following a conservative campaign against the book forcing the classification review board to reconsider its i...,disagree_mixed
3368,News,Feature,News,News,False,True,True,False,False,False,4819,an angry mark selby was sensationally knocked out 108 by his friend ben woollaston on thursday night as the shocks continued at the crucible the fourtime world champion the second favourite going into...,disagree_mixed
3371,News,News,Editorial,News,True,False,True,False,False,False,2920,consumer confidence in the uk has fallen to the lowest level for more than a year amid concern that donald trumps trade wars could further drive up living costs for british households the latest barom...,disagree_mixed
3382,News,News,Feature,News,True,False,True,False,False,False,57631,912pm bst closing summary its just past 11pm in kyiv and moscow heres a recap of the latest developments at least 12 people were killed and more than 90 people in kyiv after waves of russian drones ba...,disagree_mixed
3384,News,Analytical,Analytical,News,False,False,True,False,False,False,2384,sunny skies are expected for runners crossing the finish line of the london marathon on sunday as forecasters anticipate the beginning of a warm and settled spell across much of the uk the met office ...,disagree_mixed
3389,News,News,Analytical,News,True,False,True,False,False,False,4700,britain will go all out for a lowcarbon future and accelerate the push to net zero instead of slowing down as some have demanded the prime minister said on thursday in his strongest declaration yet of...,disagree_mixed
3396,News,Feature,News,News,False,True,True,False,False,False,3697,eilish mccolgan has revealed that she has even been bodyshamed by school teachers as she called for social media companies to use formal identification to prevent the abuse she faces every day but mcc...,disagree_mixed
3397,News,Analytical,Analytical,Analytical,False,False,False,True,False,True,4825,riding two horses is hard enough but diplomats are joking in private that keir starmer and rachel reeves are trying to ride three at the international monetary fund summit in washington this week reev...,all_wrong
3404,News,News,Feature,News,True,False,True,False,False,False,52104,531pm bst afternoon summary the national autistic society has accused nigel farage the reform uk leader of making wildly inaccurate remarks about people with special educational needs and disabilities...,disagree_mixed
3410,News,News,Feature,News,True,False,True,False,False,False,33557,452pm bst closing post time for a recap anxiety over donald trumps trade wars continues to grip policymakers the international monetary fund has urged global leaders to resolve trade tensions rapidly ...,disagree_mixed
3417,News,Feature,Feature,Feature,False,False,False,True,False,True,14106,default default when jade and her family first arrived at the detention facility in karnes county texas she wasnt really sure what to think i guess i was confused and scared said the 13yearold her par...,all_wrong
3421,News,News,Analytical,News,True,False,True,False,False,False,3431,the bbc has stepped in to launch a news service in myanmar after the devastating earthquake in the country replacing a us service that donald trump has ceased to fund a directtohome satellite video ch...,disagree_mixed
3424,News,News,Review,News,True,False,True,False,False,False,3202,england remain confident ellie kildunne will be fit for this summers rugby world cup buildup after the jointtop try scorer in this years womens six nations was ruled out of saturdays grand slam decide...,disagree_mixed
3429,News,News,Analytical,News,True,False,True,False,False,False,3813,a 5bn programme of disability benefits cuts planned by the uk government will disproportionately hit people living in wales and northern england entrenching deprivation according to new analysis the c...,disagree_mixed
3438,News,News,Editorial,News,True,False,True,False,False,False,2166,if your ears are assaulted by the shrill piping calls of an excitable bird on the east coast of england fear not its probably an oystercatcher experiencing a midlife crisis two of the handsome black a...,disagree_mixed
3447,News,News,Review,News,True,False,True,False,False,False,2158,eddie howe is poised to be back in the technical area on saturday after returning to newcastles training ground following his recovery from pneumonia howe spent about a week in hospital missing three ...,disagree_mixed
3450,News,Feature,Feature,Feature,False,False,False,True,False,True,25639,default default america is on the move hundreds of thousands of people are packing up boxes loading uhauls and shipping out of state in an urgent flight towards safety theyre being propelled by hostil...,all_wrong
3452,News,News,Feature,News,True,False,True,False,False,False,73126,846am bst what we learned today thursday 24 april many thanks for joining us on another whirlwind day on the campaign trail here are all the main takeaways from today the coalition unveiled a 90m pack...,disagree_mixed
3456,News,Feature,News,News,False,True,True,False,False,False,11205,good morning im annie kelly ill be bringing you first edition alongside archie for the next few weeks its probably fair to say the annual spring meeting of the international monetary fund imf has not ...,disagree_mixed
3457,News,News,Analytical,News,True,False,True,False,False,False,5804,electric vehicles would cost more under a coalition government after peter dutton confirmed he would scrap a popular tax break for ev drivers in an apparent backflip that has caused confusion and ange...,disagree_mixed
3459,News,Feature,News,Feature,False,True,False,False,False,False,5127,john was just days from turning 16 when he was allegedly recruited to work on a brazilian coffee farm that supplies the global coffeehouse chain starbucks soon after his birthday he embarked on a 16ho...,disagree_mixed
3463,News,News,Analytical,News,True,False,True,False,False,False,4655,peter dutton has pledged to cut almost twothirds of canberras federal public servants if elected in a move anthony albanese has criticised as outrageous in a testy press conference in tasmania on thur...,disagree_mixed
3465,News,News,Feature,News,True,False,True,False,False,False,78578,259am bst closing summary this brings our live coverage of the second trump administration to an end for the day we will return on thursday to resume our chronicle in the meantime we leave you with th...,disagree_mixed
3471,News,Feature,Feature,News,False,False,True,False,False,False,6082,andrew flintoff has described his return to cricket as a coach over the past 18 months as the one thing that saved me as he struggled to come to terms with the mental and physical scars caused in a ca...,disagree_mixed
3473,News,News,Review,News,True,False,True,False,False,False,1067,police have launched a manhunt after a convicted murderer escaped from an open prison in scotland raymond mccourt 59 was reported missing from hmp castle huntly in dundee at 530pm on tuesday police sc...,disagree_mixed
3483,News,News,Editorial,News,True,False,True,False,False,False,3554,britains most senior government ministers could soon be drawn into a deepening row over plans to charge some households higher electricity bills than others as ed miliband prepares to decide on sweepi...,disagree_mixed
3487,News,Review,Review,News,False,False,True,False,False,False,1711,the holdovers breakout dominic sessa has signed on to play anthony bourdain in a new biopic the casting had been initially rumoured last year but the 22yearold has now made it official with the oscar ...,disagree_mixed
3488,News,Analytical,Analytical,News,False,False,True,False,False,False,5734,when his jet lands in moscow steve witkoff donald trumps envoy and longtime friend will mark his fourth visit to russia this year a pointed gesture that says as much about who he is meeting as who he ...,disagree_mixed
3495,News,News,Analytical,News,True,False,True,False,False,False,4680,the government has backed proposals to stop mps taking second jobs they have been offered because of their role in parliament and expressed concern that some paid media roles allow them to monetise th...,disagree_mixed
3497,News,News,Feature,News,True,False,True,False,False,False,58892,545pm bst afternoon summary keir starmer has urged mps to lower the temperature in debating last weeks supreme court ruling on gender as he was challenged repeatedly on the subject by kemi badenoch du...,disagree_mixed
3498,News,News,Editorial,News,True,False,True,False,False,False,1744,west ham have accepted that selling mohammed kudus may be the best way to boost their transfer budget the ghana winger whose contract contains a release clause that becomes active for a set period thi...,disagree_mixed
3504,News,News,Review,News,True,False,True,False,False,False,2216,nearly 30 years after it cemented 1999 as a watershed year for teen movies 10 things i hate about you is headed to broadway led by lena dunham and carly rae jepsen dunham the creator of another coming...,disagree_mixed
3509,News,Feature,Feature,News,False,False,True,False,False,False,5150,singersongwriter lola young tops the nominations for the 2025 ivor novello awards which recognise the best in british and irish songwriting and composition for the screen she receives three nomination...,disagree_mixed
3511,News,News,Review,News,True,False,True,False,False,False,4181,emma raducanu opened her madrid open campaign with a gritty victory against a quality inform opponent holding off suzan lamens of the netherlands 76 4 64 to reach the second round over the past three ...,disagree_mixed
3513,News,News,Review,News,True,False,True,False,False,False,1902,real madrids doubts over whether they can afford dean huijsen have left chelsea in pole position to sign the bournemouth defender this summer huijsens contract contains a 50m release clause and he is ...,disagree_mixed
3517,News,Analytical,News,News,False,True,True,False,False,False,3615,the australian labor party has outspent the coalition on television advertising this election but clive palmers trumpet of patriots has spent more than everyone on youtube where he has forked out more...,disagree_mixed
3518,News,News,Feature,News,True,False,True,False,False,False,6049,woolly maggots naturedestroyers sheep are criticised by many conservationists for denuding britains uplands of rare plants and trees so the wildlife trusts were shocked when they were compelled to buy...,disagree_mixed
3521,News,News,Feature,News,True,False,True,False,False,False,27218,342pm bst closing summary and on that note its a wrap from me jakub krupa for today thousands of catholic faithful lined up to pay their final tributes to pope francis as his coffin was moved to lie i...,disagree_mixed
3523,News,News,Analytical,News,True,False,True,False,False,False,43508,330pm bst closing summary stock markets are rallying in asia europe and the us and the dollar has risen anxiety among investors has given way to relief at least for now after donald trump said his tar...,disagree_mixed
3524,News,News,News,Feature,True,True,False,False,False,False,4583,it remains one of the most enduring images in the history of sport roger bannister collapsing at the finish after becoming the first person to shatter the fourminutemile barrier since that day in 1954...,disagree_mixed
3539,News,News,Review,News,True,False,True,False,False,False,2551,the death of pope francis on 21 april led to an abrupt uptick in viewership of conclave edward bergers thriller which depicts the events following the death of a fictional pope and the cardinals wrang...,disagree_mixed
3547,News,News,Feature,News,True,False,True,False,False,False,77474,944am bst what we learned wednesday 23 april many thanks for joining us for another whirlwind day on the campaign trail here are all the main takeaways from day 27 a coalition government announced tha...,disagree_mixed
3550,News,Feature,Feature,Feature,False,False,False,True,False,True,5251,prof emma thomson is someone who knows a thing or two about pandemics as the recently appointed director of the medical research council university of glasgow centre for virus research cvr and a world...,all_wrong
3551,News,Feature,Feature,Feature,False,False,False,True,False,True,13093,the fraud began when ray baird then 65 asked his son peter for help dealing with the bank in the years that followed peter gained access to his dads bank accounts diverted rays aged pension to his own...,all_wrong
3560,News,Feature,Analytical,News,False,False,True,False,False,False,4336,it has long been assumed that william shakespeares marriage to anne hathaway was less than happy he moved to london to pursue his theatrical career leaving her in stratforduponavon and stipulating in ...,disagree_mixed
3562,News,Analytical,News,News,False,True,True,False,False,False,2557,david camerons former top adviser steve hilton has joined the 2026 race for california governor running as a republican to replace the democrats gavin newsom who is prevented by law from seeking a thi...,disagree_mixed
3585,News,News,Feature,News,True,False,True,False,False,False,63400,755pm bst a summary of todays developments bridget phillipson the education secretary and minister for women and equality made a statement to the commons about the supreme court judgementshe said the ...,disagree_mixed
3590,News,News,Analytical,News,True,False,True,False,False,False,3184,a convicted drug dealer has pleaded guilty to killing a threeyearold girl while driving recklessly shortly after being released from prison on licence rawal rehman 35 had been on allnight cocaine bing...,disagree_mixed
3600,News,News,Review,News,True,False,True,False,False,False,2205,a summit of influential male billionaires is under way in the first teaser trailer for mountainhead hbo unveiled the extended look at the first feature from the succession creator jesse armstrong on t...,disagree_mixed
3602,News,Feature,News,News,False,True,True,False,False,False,3922,the end of the road is finally approaching for englands mostcapped male player ben youngs who made a record 127 appearances for his country has confirmed he will be retiring from professional rugby in...,disagree_mixed
3613,News,News,Editorial,News,True,False,True,False,False,False,2651,the spanish owner of santander is reportedly considering splitting off its scandalhit motor finance business from the rest of its uk business as part of a corporate shakeup that could make the bank mo...,disagree_mixed
3620,News,News,Feature,News,True,False,True,False,False,False,33083,1215pm bst what we learned from the third leaders debate thanks for being with us here on the blog for the third leaders debate between anthony albanese and peter dutton here are all the main takeaway...,disagree_mixed
3623,News,News,Review,News,True,False,True,False,False,False,1991,jack wilshere will take charge of norwichs final two games of the season after the club dismissed johannes hoff thorup norwich have slipped to 14th in the championship after winning only twice in 14 m...,disagree_mixed
3624,News,News,Editorial,News,True,False,True,False,False,False,2250,manchester united are pushing to sign matheus cunha from wolves but may have to raise the money to trigger his 625m release clause by selling marcus rashford or other players ruben amorim has identifi...,disagree_mixed
3628,News,News,Feature,News,True,False,True,False,False,False,3736,larry david has written a long spoof essay in the new york times in response to bill mahers recent glowing account of his dinner with president trump in the white house the essay entitled my dinner wi...,disagree_mixed
3631,News,Feature,Feature,Feature,False,False,False,True,False,True,4514,on a sunny morning in the city of goma in eastern democratic republic of the congo where fighting between the m23 rebel group and the congolese army raged earlier this year men and women rushed toward...,all_wrong
3632,News,Review,News,News,False,True,True,False,False,False,1927,forty years ago the then prince of wales invited at his own expense the artist john ward to join an official visit to italy as an official tour artist with the brief to draw or paint whatever inspired...,disagree_mixed
3634,News,News,Feature,News,True,False,True,False,False,False,54166,838am bst what we learned today tuesday 22 april many thanks for joining us on the blog for another day on the campaign trail here are all the main takeaways from today anthony albanese and peter dutt...,disagree_mixed
3636,News,News,Analytical,News,True,False,True,False,False,False,4153,british households could miss out on savings of more than 800 a year on running costs if they choose a hybrid car over an electric one amid concerns that recent government rule changes open the door f...,disagree_mixed
3638,News,News,News,Feature,True,True,False,False,False,False,5273,before he left argentina and moved to italy to become pope jorge mario bergoglio would visit the countrys villas miserias not in a car flanked by security guards but by bus and this is what his people...,disagree_mixed
3639,News,Feature,Feature,News,False,False,True,False,False,False,16049,good morning on sunday after a 38day hospitalisation pope francis greeted crowds in st peters square and wished them a happy easter at 735am yesterday he died at the age of 88 of a stroke and subseque...,disagree_mixed
3640,News,Feature,News,News,False,True,True,False,False,False,2968,an ancient english oak believed to be berlins oldest tree is suffering the effects of a prolonged dry spell in the german capital local authorities have said compounding already significant damage to ...,disagree_mixed
3644,News,News,News,Feature,True,True,False,False,False,False,14368,how much of a 450 339 pot would you give to a charity that cuts carbon emissions by investing in renewable energy and how much would you keep for yourself that was the question posed in a recent acade...,disagree_mixed
3645,News,Analytical,Analytical,Analytical,False,False,False,True,False,True,4945,a huge 89 majority of the worlds people want stronger action to fight the climate crisis but feel they are trapped in a selffulfilling spiral of silence because they mistakenly believe they are in a m...,all_wrong
3647,News,News,Review,News,True,False,True,False,False,False,5519,he declared destroying the environment a sin warned that humanity was turning the glorious creation of god into a polluted wasteland full of debris desolation and filth and located the cause of the cl...,disagree_mixed
3648,News,Editorial,News,News,False,True,True,False,False,False,1351,the death of pope francis has reverberated around the world with the catholic leader remembered by millions as a jesuit pontiff who pushed for social and economic justice here is how the major british...,disagree_mixed
3651,News,News,Analytical,News,True,False,True,False,False,False,4050,oxford academics drank from a chalice made from a human skull for decades a book that explores the violent colonial history of looted human remains has revealed the skullcup fashioned from a sawnoff a...,disagree_mixed
3652,News,News,Analytical,News,True,False,True,False,False,False,5960,patients satisfaction with gp services has collapsed in recent years as family doctors have switched to providing far fewer facetoface appointments new research has revealed the proportion of patients...,disagree_mixed
3654,News,News,Feature,Feature,True,False,False,False,False,False,8851,by the time a team of police officers and engineers stormed a disused office block in wigan greater manchester on a november morning last year the building had been abandoned left behind were rooms fi...,disagree_mixed
3665,News,News,Editorial,News,True,False,True,False,False,False,3273,wisden hits the shelves this week and as well as unveiling its latest batch of award winners it has trained its sights on the international cricket council the world test championship the book argues ...,disagree_mixed
3679,News,News,Feature,News,True,False,True,False,False,False,4801,bill nicoletti and his family from philadelphia were among the thousands gathered in st peters square for easter sunday mass when pope francis arrived in his openair popemobile the vehicle cruised thr...,disagree_mixed
3681,News,Feature,News,News,False,True,True,False,False,False,3873,emma raducanu has revealed she intends to continue her coaching partnership with mark petchey on an ad hoc basis following her quarterfinal run at the miami open last month were keeping things informa...,disagree_mixed
3684,News,News,Feature,News,True,False,True,False,False,False,25510,535pm bst leeds united 60 stoke city championship match report joel piroe scored four goals and the latest member of the gray dynasty rolled off the assembly line as leeds all but secured promotion to...,disagree_mixed
3686,News,News,Review,News,True,False,True,False,False,False,4483,numerous celebrities many among the nearly 13 billion catholics worldwide expressed condolences for the late pope francis who died early on monday the morning after easter sunday at the age of 88 mart...,disagree_mixed
3688,News,News,Analytical,News,True,False,True,False,False,False,2541,simone biles suffered from the twisties in the runup to the 2016 olympics five years before the condition severely disrupted her performance at the tokyo games aimee boorman biless longtime coach outl...,disagree_mixed
3697,News,Analytical,Analytical,Analytical,False,False,False,True,False,True,4902,at the coalitions election campaign launch weeks out from polling day peter dutton announced the centrepiece of his affordable housing plan making mortgages tax deductible for some first home buyers u...,all_wrong
3700,News,News,Analytical,News,True,False,True,False,False,False,7570,pope francis the pontiff revered by millions of catholics around the world whose popular appeal reached far beyond his global congregation has died at the age of 88 cardinal kevin ferrell the vatican ...,disagree_mixed
3704,News,Feature,Editorial,Feature,False,False,False,False,False,True,5269,predicting the outcome of the highly secretive papal conclave is near impossible as cardinals positions shift over successive votes and some try to game the system to influence the chances of their fa...,all_wrong
3707,News,News,Feature,News,True,False,True,False,False,False,8107,political and religious leaders around the world have paid tribute to the life and legacy of pope francis whose 12year papacy came to an end with his death in rome early on monday morning at the age o...,disagree_mixed
3710,News,News,Analytical,News,True,False,True,False,False,False,5103,not long before what would turn out to be his final public appearance a blessing of the crowds who had gathered for easter sunday mass in st peters square and an unexpected popemobile tour of the piaz...,disagree_mixed
3719,News,Feature,News,Feature,False,True,False,False,False,False,6011,when category 4 hurricane beryl hit the caribbean last june the threeisland nation of grenada bore the brunt of its wrath at the time the countrys prime minister dickon mitchell described the destruct...,disagree_mixed
3727,News,News,Feature,News,True,False,True,False,False,False,49015,848am bst what we learned monday 21 april thanks for spending your long weekend with us thats where well leave the blog for today here is what we learned on day 25 of the campaign trail anthony albane...,disagree_mixed
3728,News,Feature,News,News,False,True,True,False,False,False,3932,an indigenous campaigner and womens leader from the peruvian amazon has been awarded the prestigious goldman prize for environmental activists after leading a successful legal campaign that led to the...,disagree_mixed
3729,News,Feature,Feature,Feature,False,False,False,True,False,True,6217,grassroots activists who helped jail corrupt officials and obtain personhood rights for a sacred amazonian river are among this years winners of the worlds most prestigious environmental prize the com...,all_wrong
3730,News,News,News,Feature,True,True,False,False,False,False,4788,when narayan kumar subedi received a call from his daughter in the united states three weeks ago he expected to hear news of his two childrens life abroad perhaps even plans for a longawaited reunion ...,disagree_mixed
3733,News,News,Analytical,News,True,False,True,False,False,False,4519,a total of six mps have spent on average one working day a week on second jobs since the start of the 2024 parliament with additional gigs as tv presenters lawyers and consultants a guardian analysis ...,disagree_mixed
3734,News,Feature,Feature,Feature,False,False,False,True,False,True,1220,the peak of the worlds oldest known meteor showers will grace the skies this week the lyrid meteor shower is active from 1625 april but is at its height on monday night the chart shows the view lookin...,all_wrong
3743,News,News,Analytical,News,True,False,True,False,False,False,3106,before the us launched military strikes on yemen in march pete hegseth the defense secretary sent detailed information about the planned attacks to a private signal group chat that he created himself ...,disagree_mixed
3744,News,News,Analytical,News,True,False,True,False,False,False,5524,a stunning lastgasp goal by the striker riccardo orsolini gave bologna a 10 home win against inter in serie a on sunday in a blow to the visitors hopes of retaining their title treblechasing inter sta...,disagree_mixed
3752,News,News,Analytical,News,True,False,True,False,False,False,5531,maintaining a focus and equilibrium under pressure has always been one of the hallmarks of formula ones greatest proponents and oscar piastri is demonstrating it with striking assurance for one so you...,disagree_mixed
3763,News,Analytical,News,News,False,True,True,False,False,False,5984,when sarah palin arrived at a federal court on monday her appearance promised little in the way of legal fireworks palin was in downtown manhattan for a retrial in her defamation lawsuit against the n...,disagree_mixed
3764,News,Analytical,News,News,False,True,True,False,False,False,4692,the brief pause in election campaign hostilities over the easter weekend will abruptly end on tuesday as the opening of early voting marks the start of the final push to the 3 may poll with opinion po...,disagree_mixed
3771,News,Feature,Analytical,Feature,False,False,False,False,False,True,4620,reaching the vantage point is a tricky business first theres a hop across a fence into scratch arse quarry the stone workers used to find it such a cramped space to work in that their backsides would ...,all_wrong
3774,News,Feature,Review,News,False,False,True,False,False,False,5550,almost 200 years ago the pioneering british travel writer richard ford offered an observation that has been happily ignored by the legions of authors who have traipsed in his dusty footsteps across sp...,disagree_mixed
3776,News,Feature,News,Feature,False,True,False,False,False,False,4438,smell it but dont stick your nose straight in it says michael oshaughnessy pulling a small white card sealed twice in ziplock bags out of a metal chest waft it close your eyes does it remind you of an...,disagree_mixed
3777,News,News,Editorial,News,True,False,True,False,False,False,3250,the pioneering british road sprinter and classics rider barry hoban has died at the age of 85 hoban was for many years the uk record holder for stage wins in the tour de france with a tally of eight d...,disagree_mixed
3779,News,Analytical,Analytical,News,False,False,True,False,False,False,4651,russia could play a key role in a deal on the future of irans nuclear programme with moscow being touted not only as a possible destination for irans stockpile of highly enriched uranium but also as a...,disagree_mixed
3781,News,News,News,Feature,True,True,False,False,False,False,5559,for the second year in a row abortion providers performed more than 1m abortions in the united states in 2024 about 155000 people crossed state lines for abortions roughly double the number of patient...,disagree_mixed
3785,News,News,Editorial,News,True,False,True,False,False,False,3070,he was a londonborn teenager with leukaemia who spread his faith by building websites later gaining the moniker gods influencer and now carlo acutis a computer prodigy who died at the age of 15 in 200...,disagree_mixed
3786,News,Analytical,News,News,False,True,True,False,False,False,4264,more than a hundred peaceful picnickers gathered on the green grass of melbournes flagstaff gardens support of the legalisation of cannabis on sunday this year the annual 20 april global celebration o...,disagree_mixed
3787,News,Analytical,Analytical,News,False,False,True,False,False,False,4920,a leafy corner to the east of watford was transformed into a jungle last year authenticlooking exotic flowers lined the floor tree trunks soared up to an artificial canopy and reeds hung from their br...,disagree_mixed
